Date,Open,High,Low,Close,Volume
2020.09.29,00:00,17.05615,17.05920,17.02305,17.02515,675
2020.09.29,01:00,17.02555,17.03221,16.99570,17.00625,1733
2020.09.29,02:00,17.00531,17.04565,17.00272,17.03935,2390
2020.09.29,03:00,17.03905,17.04550,17.00894,17.02665,2254
2020.09.29,04:00,17.02701,17.03735,17.01326,17.03565,1462
2020.09.29,05:00,17.03550,17.04339,17.01827,17.03434,2643
2020.09.29,06:00,17.03448,17.05625,17.02005,17.04154,1809
2020.09.29,07:00,17.04202,17.12715,17.03498,17.08145,3790
2020.09.29,08:00,17.08470,17.20772,17.08060,17.13205,7602
2020.09.29,09:00,17.13291,17.19200,17.12695,17.12695,6415
2020.09.29,10:00,17.12728,17.13160,17.05680,17.07542,5437
2020.09.29,11:00,17.07532,17.12927,17.03905,17.03959,4828
2020.09.29,12:00,17.03907,17.03994,16.96180,16.98710,5369
2020.09.29,13:00,16.98680,17.00083,16.92260,16.97935,6125
2020.09.29,14:00,16.97995,17.02901,16.92668,16.97616,5557
2020.09.29,15:00,16.98045,16.99879,16.91145,16.97072,7950
2020.09.29,16:00,16.97056,16.98110,16.90313,16.95232,7016
2020.09.29,17:00,16.95225,16.96465,16.90995,16.91511,2946
2020.09.29,18:00,16.91513,16.92375,16.89359,16.90865,1882
2020.09.29,19:00,16.90815,16.91514,16.87587,16.91157,1802
2020.09.29,20:00,16.91156,16.94496,16.90249,16.94343,1682
2020.09.29,21:00,16.94324,16.95460,16.90315,16.90835,1139
2020.09.29,22:05,16.91475,16.93947,16.89881,16.93638,685
2020.09.29,23:05,16.93559,16.94260,16.89875,16.91732,1325
2020.09.30,00:00,16.91882,16.94005,16.91619,16.93236,959
2020.09.30,01:00,16.93155,16.93500,16.92155,16.93425,678
2020.09.30,02:00,16.93435,16.94004,16.90992,16.92485,1526
2020.09.30,03:00,16.92555,16.94337,16.90705,16.93300,2396
2020.09.30,04:00,16.93840,16.96875,16.93840,16.96645,1480
2020.09.30,05:00,16.96525,16.97047,16.96100,16.96608,539
2020.09.30,06:00,16.96610,16.97845,16.94993,16.97808,1094
2020.09.30,07:00,16.97797,17.02618,16.95925,16.96946,3109
2020.09.30,08:00,16.96936,16.99382,16.90950,16.95275,4756
2020.09.30,09:00,16.95194,16.96221,16.87373,16.88166,5756
2020.09.30,10:00,16.88236,16.95053,16.87598,16.88264,7596
2020.09.30,11:00,16.88300,16.89010,16.79006,16.84295,4167
2020.09.30,12:00,16.84300,16.86086,16.79134,16.85141,4560
2020.09.30,13:00,16.85147,16.87285,16.78057,16.80379,4732
2020.09.30,14:00,16.80445,16.84320,16.78335,16.80324,6319
2020.09.30,15:00,16.80367,16.81577,16.65782,16.69055,8557
2020.09.30,16:00,16.69115,16.71520,16.64235,16.70055,13274
2020.09.30,17:00,16.69966,16.71975,16.68320,16.68430,6572
2020.09.30,18:00,16.68440,16.70830,16.66235,16.68275,3101
2020.09.30,19:00,16.68370,16.75833,16.68103,16.70125,3872
2020.09.30,20:00,16.70165,16.75660,16.69814,16.74925,5346
2020.09.30,21:00,16.74860,16.76802,16.69975,16.73135,1214
2020.09.30,22:05,16.69225,16.71071,16.69100,16.70848,189
2020.09.30,23:05,16.70851,16.73070,16.69311,16.71032,316
2020.10.01,00:00,16.70357,16.73140,16.70182,16.72214,207
2020.10.01,01:00,16.72688,16.75825,16.72355,16.75510,1749
2020.10.01,02:00,16.75555,16.75780,16.69532,16.70822,3227
2020.10.01,03:00,16.70859,16.71440,16.69051,16.69935,719
2020.10.01,04:00,16.69925,16.70975,16.69506,16.70662,311
2020.10.01,05:00,16.70742,16.70980,16.66865,16.68300,435
2020.10.01,06:00,16.68280,16.69356,16.61500,16.61796,2352
2020.10.01,07:00,16.61776,16.62467,16.55071,16.57702,3659
2020.10.01,08:00,16.57685,16.66415,16.56855,16.63810,5175
2020.10.01,09:00,16.63775,16.65610,16.58534,16.62840,5938
2020.10.01,10:00,16.62872,16.63455,16.57315,16.58190,6241
2020.10.01,11:00,16.58111,16.63655,16.55365,16.62921,7058
2020.10.01,12:00,16.62862,16.63620,16.56669,16.58335,5971
2020.10.01,13:00,16.58305,16.65907,16.57945,16.64616,6029
2020.10.01,14:00,16.64655,16.72252,16.61582,16.66550,5813
2020.10.01,15:00,16.66570,16.70915,16.61915,16.64985,6551
2020.10.01,16:00,16.64980,16.67521,16.62760,16.65335,4888
2020.10.01,17:00,16.65355,16.69246,16.62945,16.63685,4258
2020.10.01,18:00,16.63705,16.65568,16.60209,16.61102,3196
2020.10.01,19:00,16.61125,16.63817,16.58994,16.60148,5256
2020.10.01,20:00,16.60175,16.60684,16.58679,16.59390,4811
2020.10.01,21:00,16.59500,16.61385,16.59098,16.60845,2395
2020.10.01,22:05,16.59230,16.60952,16.58227,16.58418,1545
2020.10.01,23:05,16.58561,16.59986,16.57885,16.58692,3378
2020.10.02,00:00,16.58700,16.59640,16.58681,16.59289,654
2020.10.02,01:00,16.58983,16.62390,16.58974,16.61970,1082
2020.10.02,02:00,16.61975,16.63190,16.60525,16.62686,357
2020.10.02,03:00,16.62780,16.64735,16.62600,16.64155,491
2020.10.02,04:00,16.64060,16.64767,16.62500,16.62705,596
2020.10.02,05:00,16.62700,16.69291,16.62650,16.69110,998
2020.10.02,06:00,16.69134,16.75373,16.69134,16.75194,1535
2020.10.02,07:00,16.75184,16.79833,16.66075,16.70586,4050
2020.10.02,08:00,16.70585,16.76411,16.64570,16.70257,5515
2020.10.02,09:00,16.70140,16.72177,16.63333,16.68347,3584
2020.10.02,10:00,16.68336,16.70202,16.63523,16.65300,3524
2020.10.02,11:00,16.65320,16.68725,16.59675,16.62010,3350
2020.10.02,12:00,16.61980,16.63917,16.55030,16.56945,3970
2020.10.02,13:00,16.56970,16.64034,16.52336,16.60665,7025
2020.10.02,14:00,16.60695,16.64215,16.51023,16.53341,6618
2020.10.02,15:00,16.53454,16.54014,16.44770,16.45834,6044
2020.10.02,16:00,16.45840,16.49324,16.43645,16.47695,5636
2020.10.02,17:00,16.47720,16.52295,16.45230,16.52116,4566
2020.10.02,18:00,16.52044,16.53971,16.51477,16.52955,3738
2020.10.02,19:00,16.53061,16.53061,16.51125,16.52238,5799
2020.10.02,20:00,16.52515,16.54025,16.51803,16.53104,1359
2020.10.02,21:00,16.53113,16.55335,16.50625,16.50845,684
2020.10.04,22:05,16.52720,16.52720,16.49405,16.49821,107
2020.10.04,23:05,16.49815,16.52000,16.47452,16.47452,804
2020.10.05,00:00,16.47922,16.49025,16.44951,16.47238,336
2020.10.05,01:00,16.47230,16.47451,16.41810,16.41841,1199
2020.10.05,02:00,16.42010,16.43495,16.40563,16.43180,427
2020.10.05,03:00,16.43255,16.44295,16.40855,16.42143,749
2020.10.05,04:00,16.42121,16.44685,16.41585,16.44350,538
2020.10.05,05:00,16.44482,16.46241,16.43480,16.44852,2010
2020.10.05,06:00,16.44370,16.47565,16.42589,16.43548,1233
2020.10.05,07:00,16.43620,16.48585,16.42475,16.44288,2839
2020.10.05,08:00,16.44270,16.46940,16.41080,16.43060,5330
2020.10.05,09:00,16.43040,16.43770,16.38502,16.40974,4648
2020.10.05,10:00,16.40972,16.41231,16.35978,16.36885,2473
2020.10.05,11:00,16.36880,16.43070,16.36870,16.42880,2806
2020.10.05,12:00,16.42905,16.43365,16.38709,16.40070,2870
2020.10.05,13:00,16.40035,16.50280,16.39925,16.48224,4393
2020.10.05,14:00,16.48242,16.53519,16.40707,16.40726,5264
2020.10.05,15:00,16.40772,16.47581,16.40030,16.46743,5848
2020.10.05,16:00,16.46778,16.60563,16.46366,16.59160,5036
2020.10.05,17:00,16.59106,16.60189,16.53423,16.53450,2874
2020.10.05,18:00,16.53420,16.57831,16.52163,16.57670,2002
2020.10.05,19:00,16.57647,16.61185,16.56938,16.59300,940
2020.10.05,20:00,16.59421,16.59750,16.57569,16.58450,1919
2020.10.05,21:00,16.58480,16.59046,16.56937,16.57901,2704
2020.10.05,22:05,16.55296,16.55296,16.53764,16.53999,44
2020.10.05,23:05,16.53956,16.54253,16.53016,16.53143,495
2020.10.06,00:00,16.53039,16.56487,16.52917,16.55612,312
2020.10.06,01:00,16.54491,16.55724,16.53867,16.54721,1927
2020.10.06,02:00,16.54725,16.55053,16.53540,16.54154,1688
2020.10.06,03:00,16.54134,16.54283,16.53290,16.53300,345
2020.10.06,04:00,16.53305,16.53642,16.51466,16.51750,767
2020.10.06,05:00,16.51716,16.52227,16.51470,16.51778,593
2020.10.06,06:00,16.51777,16.55240,16.51777,16.54786,813
2020.10.06,07:00,16.54811,16.61598,16.54644,16.59582,3880
2020.10.06,08:00,16.59625,16.68305,16.57714,16.64255,5885
2020.10.06,09:00,16.64240,16.67905,16.63299,16.65305,6487
2020.10.06,10:00,16.65373,16.67675,16.56936,16.61210,4978
2020.10.06,11:00,16.61250,16.61878,16.54524,16.57210,4631
2020.10.06,12:00,16.57180,16.59300,16.48816,16.49327,4987
2020.10.06,13:00,16.49326,16.51110,16.45851,16.49200,5430
2020.10.06,14:00,16.49107,16.58840,16.48346,16.55165,6239
2020.10.06,15:00,16.55160,16.55195,16.47660,16.50065,5706
2020.10.06,16:00,16.50030,16.58690,16.50030,16.58385,3752
2020.10.06,17:00,16.58357,16.60170,16.56985,16.57015,1634
2020.10.06,18:00,16.57035,16.60011,16.56840,16.57685,1504
2020.10.06,19:00,16.57695,16.70965,16.57034,16.68796,3159
2020.10.06,20:00,16.68805,16.71506,16.64874,16.70211,4757
2020.10.06,21:00,16.70223,16.74151,16.69022,16.73035,1876
2020.10.06,22:05,16.69685,16.73895,16.69685,16.69975,150
2020.10.06,23:05,16.70545,16.72575,16.69525,16.72552,280
2020.10.07,00:00,16.72513,16.73639,16.68929,16.70631,626
2020.10.07,01:00,16.70655,16.72398,16.70317,16.70906,3371
2020.10.07,02:00,16.70900,16.73165,16.66330,16.66704,1698
2020.10.07,03:00,16.66660,16.66966,16.65704,16.66500,1708
2020.10.07,04:00,16.66527,16.66735,16.64990,16.64990,748
2020.10.07,05:00,16.65000,16.65541,16.64555,16.64621,1457
2020.10.07,06:00,16.64642,16.64885,16.61330,16.63360,1147
2020.10.07,07:00,16.63311,16.67835,16.61050,16.62680,3819
2020.10.07,08:00,16.62690,16.62800,16.53812,16.55955,5236
2020.10.07,09:00,16.55911,16.61168,16.55190,16.57114,4575
2020.10.07,10:00,16.57055,16.65295,16.56924,16.64204,4305
2020.10.07,11:00,16.64214,16.71315,16.64115,16.66835,5469
2020.10.07,12:00,16.66700,16.67455,16.61400,16.61855,3975
2020.10.07,13:00,16.61920,16.66885,16.61895,16.63505,4507
2020.10.07,14:00,16.63515,16.64390,16.58135,16.60815,5830
2020.10.07,15:00,16.60800,16.68984,16.60745,16.65289,5044
2020.10.07,16:00,16.65277,16.70975,16.62085,16.70965,4578
2020.10.07,17:00,16.70945,16.71356,16.65600,16.66540,2234
2020.10.07,18:00,16.66525,16.66540,16.61749,16.63461,1624
2020.10.07,19:00,16.63520,16.64078,16.61777,16.63600,1552
2020.10.07,20:00,16.63651,16.64461,16.61800,16.62495,986
2020.10.07,21:00,16.62490,16.63305,16.62059,16.62530,656
2020.10.07,22:05,16.62460,16.62740,16.62410,16.62465,117
2020.10.07,23:05,16.62420,16.62640,16.61678,16.62205,26
2020.10.08,00:00,16.62200,16.62800,16.62050,16.62800,113
2020.10.08,01:00,16.62740,16.63275,16.62269,16.63260,436
2020.10.08,02:00,16.63259,16.66975,16.62411,16.62475,938
2020.10.08,03:00,16.62516,16.64691,16.62460,16.63571,456
2020.10.08,04:00,16.63579,16.64094,16.63051,16.63665,400
2020.10.08,05:00,16.63630,16.63825,16.63185,16.63345,290
2020.10.08,06:00,16.63370,16.63405,16.59211,16.59542,565
2020.10.08,07:00,16.59514,16.59860,16.55383,16.55945,2100
2020.10.08,08:00,16.56019,16.62355,16.55238,16.59450,4001
2020.10.08,09:00,16.59455,16.65468,16.58045,16.61935,4542
2020.10.08,10:00,16.61965,16.65820,16.59830,16.62650,3313
2020.10.08,11:00,16.62680,16.62725,16.55990,16.59230,2982
2020.10.08,12:00,16.59235,16.61120,16.58064,16.60120,2864
2020.10.08,13:00,16.60140,16.62970,16.55945,16.62130,5952
2020.10.08,14:00,16.62174,16.67570,16.61460,16.62965,5823
2020.10.08,15:00,16.63043,16.63937,16.57210,16.58783,5268
2020.10.08,16:00,16.58761,16.63540,16.57550,16.59759,3543
2020.10.08,17:00,16.59712,16.59963,16.54990,16.57850,1473
2020.10.08,18:00,16.57849,16.58015,16.56345,16.57597,1022
2020.10.08,19:00,16.57612,16.60382,16.57160,16.59362,1315
2020.10.08,20:00,16.59540,16.60625,16.58741,16.58793,1538
2020.10.08,21:00,16.58815,16.59485,16.58119,16.58730,684
2020.10.08,22:05,16.58040,16.58172,16.57625,16.57835,112
2020.10.08,23:05,16.57404,16.58985,16.56635,16.57031,573
2020.10.09,00:00,16.57225,16.59940,16.56543,16.57820,1094
2020.10.09,01:00,16.57740,16.58329,16.57565,16.57910,324
2020.10.09,02:00,16.57920,16.57920,16.54554,16.54935,376
2020.10.09,03:00,16.54936,16.55105,16.52815,16.53026,722
2020.10.09,04:00,16.52990,16.53803,16.52505,16.53085,3093
2020.10.09,05:00,16.53074,16.53375,16.52912,16.53142,1005
2020.10.09,06:00,16.52983,16.54660,16.50455,16.54445,773
2020.10.09,07:00,16.54470,16.56406,16.51270,16.53453,2224
2020.10.09,08:00,16.53429,16.53429,16.45094,16.48001,4272
2020.10.09,09:00,16.48006,16.49635,16.44833,16.45485,4291
2020.10.09,10:00,16.45440,16.49501,16.45185,16.49130,3753
2020.10.09,11:00,16.49145,16.50740,16.46634,16.48425,3056
2020.10.09,12:00,16.48405,16.48965,16.44682,16.47885,3209
2020.10.09,13:00,16.47865,16.47945,16.40468,16.41798,3440
2020.10.09,14:00,16.41735,16.48395,16.41515,16.47435,4070
2020.10.09,15:00,16.47479,16.47479,16.42095,16.42715,5056
2020.10.09,16:00,16.42685,16.45855,16.40090,16.41318,4657
2020.10.09,17:00,16.41348,16.47737,16.41230,16.47260,1769
2020.10.09,18:00,16.47220,16.47395,16.44139,16.44760,1598
2020.10.09,19:00,16.44699,16.45555,16.43450,16.45210,1676
2020.10.09,20:00,16.45165,16.47546,16.43269,16.45905,2768
2020.10.09,21:00,16.46000,16.48457,16.43785,16.43795,833
2020.10.11,22:05,16.49550,16.50201,16.49287,16.50201,14
2020.10.11,23:05,16.50215,16.51090,16.49080,16.49550,57
2020.10.12,00:00,16.49540,16.50556,16.49102,16.50360,771
2020.10.12,01:00,16.50356,16.51724,16.50235,16.50732,1345
2020.10.12,02:00,16.50728,16.52670,16.48816,16.49080,1650
2020.10.12,03:00,16.49070,16.49802,16.48816,16.49173,371
2020.10.12,04:00,16.49176,16.49176,16.48621,16.48970,356
2020.10.12,05:00,16.48925,16.49089,16.48863,16.49003,268
2020.10.12,06:00,16.49000,16.49000,16.44955,16.47986,1323
2020.10.12,07:00,16.47979,16.50628,16.47725,16.49110,3044
2020.10.12,08:00,16.49080,16.53257,16.46362,16.47630,3670
2020.10.12,09:00,16.47620,16.52830,16.46251,16.52225,3668
2020.10.12,10:00,16.52215,16.57995,16.52215,16.54470,2663
2020.10.12,11:00,16.54440,16.55100,16.51325,16.53725,3872
2020.10.12,12:00,16.53712,16.55630,16.53164,16.53692,3179
2020.10.12,13:00,16.53670,16.53844,16.48285,16.49545,4566
2020.10.12,14:00,16.49575,16.52085,16.48585,16.48735,4852
2020.10.12,15:00,16.48755,16.50035,16.47068,16.47252,4207
2020.10.12,16:00,16.47235,16.51931,16.46425,16.51918,4011
2020.10.12,17:00,16.51904,16.52008,16.47282,16.48586,3252
2020.10.12,18:00,16.48591,16.51442,16.48591,16.50124,3926
2020.10.12,19:00,16.50211,16.52536,16.49395,16.52193,1476
2020.10.12,20:00,16.52216,16.52452,16.50750,16.51079,1275
2020.10.12,21:00,16.51086,16.51301,16.50000,16.51105,502
2020.10.12,22:05,16.50090,16.51645,16.48724,16.51160,53
2020.10.12,23:05,16.51070,16.51420,16.50640,16.50660,149
2020.10.13,00:00,16.50680,16.51660,16.50336,16.50675,230
2020.10.13,01:00,16.50782,16.56735,16.50715,16.56398,813
2020.10.13,02:00,16.56410,16.56830,16.55545,16.56430,2013
2020.10.13,03:00,16.56440,16.58047,16.55625,16.56949,1256
2020.10.13,04:00,16.56948,16.57345,16.55556,16.56065,2200
2020.10.13,05:00,16.56051,16.56980,16.53445,16.53840,1684
2020.10.13,06:00,16.53822,16.53879,16.51530,16.52526,4233
2020.10.13,07:00,16.52595,16.54990,16.50755,16.54935,4837
2020.10.13,08:00,16.54925,16.57125,16.53025,16.56051,5469
2020.10.13,09:00,16.56020,16.57244,16.46693,16.49193,5651
2020.10.13,10:00,16.49202,16.51720,16.45820,16.49865,5529
2020.10.13,11:00,16.49895,16.51377,16.46615,16.46930,4942
2020.10.13,12:00,16.46830,16.49051,16.45215,16.48005,4425
2020.10.13,13:00,16.47975,16.49761,16.43270,16.48361,5447
2020.10.13,14:00,16.48475,16.55194,16.47025,16.52310,7410
2020.10.13,15:00,16.52335,16.55966,16.51045,16.51635,7308
2020.10.13,16:00,16.51615,16.54917,16.48178,16.49815,4443
2020.10.13,17:00,16.49817,16.52184,16.46866,16.46915,2648
2020.10.13,18:00,16.46895,16.49455,16.44138,16.49234,4012
2020.10.13,19:00,16.49138,16.49138,16.47389,16.48949,1992
2020.10.13,20:00,16.48897,16.49085,16.47072,16.48675,1407
2020.10.13,21:00,16.48700,16.48700,16.46568,16.47822,797
2020.10.13,22:05,16.45497,16.48060,16.44935,16.48020,102
2020.10.13,23:05,16.47759,16.48255,16.46040,16.46255,384
2020.10.14,00:00,16.46265,16.47300,16.45699,16.46965,1386
2020.10.14,01:00,16.46935,16.47820,16.44620,16.45958,846
2020.10.14,02:00,16.46012,16.47515,16.45435,16.46262,1275
2020.10.14,03:00,16.46265,16.46428,16.44276,16.45540,1639
2020.10.14,04:00,16.45535,16.45615,16.44951,16.45160,791
2020.10.14,05:00,16.45172,16.45924,16.45015,16.45905,635
2020.10.14,06:00,16.45914,16.48096,16.45053,16.47898,1687
2020.10.14,07:00,16.48024,16.52360,16.47060,16.50415,3607
2020.10.14,08:00,16.50435,16.58180,16.49515,16.54520,5482
2020.10.14,09:00,16.54525,16.55880,16.48125,16.50465,5383
2020.10.14,10:00,16.50450,16.56115,16.48375,16.53157,4598
2020.10.14,11:00,16.53092,16.57135,16.50637,16.54130,4572
2020.10.14,12:00,16.54280,16.54933,16.51158,16.51614,4072
2020.10.14,13:00,16.51652,16.52126,16.45204,16.46692,4449
2020.10.14,14:00,16.46741,16.51466,16.46360,16.48039,4179
2020.10.14,15:00,16.48124,16.52459,16.47881,16.49140,3960
2020.10.14,16:00,16.49143,16.52505,16.47098,16.52036,3125
2020.10.14,17:00,16.51895,16.55715,16.50788,16.53775,3201
2020.10.14,18:00,16.53800,16.54215,16.51627,16.52274,1344
2020.10.14,19:00,16.52304,16.54633,16.51856,16.53496,1476
2020.10.14,20:00,16.53519,16.54467,16.52046,16.53919,1469
2020.10.14,21:00,16.53930,16.54036,16.51508,16.53250,688
2020.10.14,22:05,16.53464,16.53865,16.53205,16.53745,158
2020.10.14,23:05,16.53800,16.53800,16.51298,16.51830,324
2020.10.15,00:00,16.51845,16.53480,16.51780,16.53220,438
2020.10.15,01:00,16.53254,16.54670,16.52730,16.54342,853
2020.10.15,02:00,16.54398,16.55597,16.52680,16.55303,1043
2020.10.15,03:00,16.55363,16.57555,16.55120,16.57047,655
2020.10.15,04:00,16.57062,16.57356,16.56030,16.57235,726
2020.10.15,05:00,16.57217,16.57575,16.56332,16.56625,435
2020.10.15,06:00,16.56560,16.56788,16.54774,16.55381,1407
2020.10.15,07:00,16.55337,16.63535,16.54794,16.62115,3899
2020.10.15,08:00,16.62060,16.63932,16.58472,16.59990,6310
2020.10.15,09:00,16.60045,16.71093,16.60045,16.70268,5857
2020.10.15,10:00,16.70270,16.71770,16.65361,16.66926,5825
2020.10.15,11:00,16.66795,16.70405,16.65630,16.69925,4582
2020.10.15,12:00,16.69970,16.71688,16.66736,16.66775,5665
2020.10.15,13:00,16.66774,16.70340,16.66730,16.67535,4826
2020.10.15,14:00,16.67515,16.70575,16.64222,16.66050,5790
2020.10.15,15:00,16.66045,16.70775,16.65565,16.68390,6325
2020.10.15,16:00,16.68425,16.69085,16.65790,16.68350,4037
2020.10.15,17:00,16.68320,16.68743,16.65800,16.65910,2515
2020.10.15,18:00,16.65900,16.66764,16.63985,16.65025,2082
2020.10.15,19:00,16.65057,16.65700,16.63185,16.65110,1800
2020.10.15,20:00,16.65094,16.65597,16.63350,16.64766,2527
2020.10.15,21:00,16.64870,16.65415,16.61995,16.62655,553
2020.10.15,22:05,16.63100,16.65070,16.62855,16.63516,140
2020.10.15,23:05,16.63480,16.64007,16.62845,16.63293,380
2020.10.16,00:00,16.63802,16.66083,16.62918,16.63170,1451
2020.10.16,01:00,16.63125,16.65081,16.63125,16.64775,1353
2020.10.16,02:00,16.64922,16.66067,16.63818,16.64532,1289
2020.10.16,03:00,16.64541,16.66128,16.64289,16.65643,821
2020.10.16,04:00,16.65648,16.67152,16.65340,16.66240,742
2020.10.16,05:00,16.66219,16.66983,16.65831,16.66901,718
2020.10.16,06:00,16.66879,16.66879,16.63925,16.64010,905
2020.10.16,07:00,16.64035,16.67566,16.61675,16.61755,2738
2020.10.16,08:00,16.61775,16.62490,16.55895,16.57046,4520
2020.10.16,09:00,16.57040,16.59082,16.54755,16.57230,3586
2020.10.16,10:00,16.57190,16.59610,16.55700,16.58585,3112
2020.10.16,11:00,16.58595,16.59230,16.52520,16.55903,4159
2020.10.16,12:00,16.55865,16.56836,16.50401,16.52297,4220
2020.10.16,13:00,16.52319,16.54550,16.49882,16.52704,2985
2020.10.16,14:00,16.52666,16.58469,16.52660,16.55317,3631
2020.10.16,15:00,16.55301,16.56545,16.51583,16.51916,3780
2020.10.16,16:00,16.51925,16.55443,16.51770,16.54016,3107
2020.10.16,17:00,16.54026,16.55441,16.53225,16.53565,2232
2020.10.16,18:00,16.53635,16.53730,16.51825,16.53334,1042
2020.10.16,19:00,16.53384,16.53627,16.52780,16.53096,619
2020.10.16,20:00,16.53095,16.55610,16.52230,16.53495,1498
2020.10.16,21:00,16.53515,16.56919,16.53291,16.55760,1522
2020.10.18,22:05,16.52270,16.53595,16.52270,16.53535,40
2020.10.18,23:05,16.53515,16.54800,16.53397,16.54520,69
2020.10.19,00:00,16.54530,16.54985,16.51850,16.51965,322
2020.10.19,01:00,16.52097,16.53065,16.50045,16.51902,1506
2020.10.19,02:00,16.51881,16.51881,16.49831,16.51110,1411
2020.10.19,03:00,16.51107,16.52785,16.50875,16.52496,1620
2020.10.19,04:00,16.52484,16.52874,16.52242,16.52554,937
2020.10.19,05:00,16.52552,16.53910,16.52089,16.53095,1330
2020.10.19,06:00,16.53090,16.53565,16.51511,16.51949,2209
2020.10.19,07:00,16.51969,16.52760,16.47556,16.49470,2805
2020.10.19,08:00,16.49452,16.51230,16.46068,16.49985,3819
2020.10.19,09:00,16.50035,16.52490,16.45897,16.46665,3509
2020.10.19,10:00,16.46712,16.48555,16.43675,16.44725,3305
2020.10.19,11:00,16.44676,16.46051,16.42127,16.43500,2649
2020.10.19,12:00,16.43420,16.45660,16.43264,16.44011,2623
2020.10.19,13:00,16.43992,16.46481,16.43388,16.45929,2345
2020.10.19,14:00,16.45914,16.48026,16.44692,16.46808,3336
2020.10.19,15:00,16.46754,16.49391,16.45120,16.46385,4216
2020.10.19,16:00,16.46395,16.48365,16.45190,16.47202,2334
2020.10.19,17:00,16.47195,16.49359,16.46191,16.49000,1699
2020.10.19,18:00,16.49022,16.51070,16.47037,16.50385,1222
2020.10.19,19:00,16.50396,16.53180,16.49208,16.52612,1823
2020.10.19,20:00,16.52646,16.53518,16.51220,16.52480,1302
2020.10.19,21:00,16.52475,16.52940,16.50525,16.51755,1201
2020.10.19,22:05,16.51676,16.52096,16.51285,16.51700,102
2020.10.19,23:05,16.51840,16.51965,16.51166,16.51857,273
2020.10.20,00:00,16.51945,16.52731,16.51832,16.52341,258
2020.10.20,01:00,16.52405,16.52615,16.51583,16.52037,2264
2020.10.20,02:00,16.51996,16.53100,16.51728,16.53044,1710
2020.10.20,03:00,16.53000,16.55085,16.52987,16.55039,314
2020.10.20,04:00,16.55052,16.55529,16.54010,16.54163,1132
2020.10.20,05:00,16.54101,16.55021,16.53546,16.54193,1070
2020.10.20,06:00,16.54273,16.54741,16.53463,16.54196,720
2020.10.20,07:00,16.54240,16.57350,16.53800,16.55185,2840
2020.10.20,08:00,16.55195,16.56795,16.51956,16.52656,3915
2020.10.20,09:00,16.52643,16.53200,16.47925,16.50469,4479
2020.10.20,10:00,16.50375,16.51301,16.47621,16.48795,3977
2020.10.20,11:00,16.48775,16.50396,16.46145,16.49481,3065
2020.10.20,12:00,16.49456,16.54065,16.49173,16.52615,3100
2020.10.20,13:00,16.52590,16.56275,16.51534,16.52330,4268
2020.10.20,14:00,16.52301,16.54059,16.48681,16.49376,4634
2020.10.20,15:00,16.49278,16.49278,16.44724,16.47677,6218
2020.10.20,16:00,16.47739,16.48712,16.45920,16.46223,4280
2020.10.20,17:00,16.46201,16.47995,16.46176,16.47291,5939
2020.10.20,18:00,16.47300,16.47763,16.41852,16.43269,4031
2020.10.20,19:00,16.43265,16.45781,16.42093,16.45015,5735
2020.10.20,20:00,16.44996,16.47341,16.44395,16.45362,4329
2020.10.20,21:00,16.45350,16.48884,16.45317,16.47815,1889
2020.10.20,22:05,16.43900,16.48259,16.43275,16.43327,154
2020.10.20,23:05,16.43361,16.44795,16.43355,16.44795,404
2020.10.21,00:00,16.44498,16.46875,16.42998,16.46225,1304
2020.10.21,01:00,16.46230,16.47415,16.43183,16.45665,3127
2020.10.21,02:00,16.45640,16.46720,16.43266,16.44375,1454
2020.10.21,03:00,16.44381,16.44661,16.42592,16.42830,846
2020.10.21,04:00,16.42820,16.43146,16.42558,16.42600,531
2020.10.21,05:00,16.42328,16.45319,16.42119,16.45171,1073
2020.10.21,06:00,16.44776,16.46443,16.43865,16.45000,1204
2020.10.21,07:00,16.45026,16.45584,16.39100,16.40845,3347
2020.10.21,08:00,16.40850,16.43010,16.36915,16.38020,5333
2020.10.21,09:00,16.38040,16.46757,16.36935,16.46184,5326
2020.10.21,10:00,16.46150,16.47275,16.39510,16.41267,5045
2020.10.21,11:00,16.41506,16.41812,16.38065,16.39510,3265
2020.10.21,12:00,16.39475,16.43180,16.39475,16.39869,4001
2020.10.21,13:00,16.39826,16.41068,16.30274,16.33450,5558
2020.10.21,14:00,16.33432,16.35333,16.26000,16.27155,4989
2020.10.21,15:00,16.27125,16.30268,16.25438,16.27205,6518
2020.10.21,16:00,16.27244,16.30505,16.26909,16.29048,4821
2020.10.21,17:00,16.28960,16.30485,16.26991,16.28790,7623
2020.10.21,18:00,16.28793,16.29542,16.27135,16.28916,4288
2020.10.21,19:00,16.28800,16.32115,16.28358,16.31948,2041
2020.10.21,20:00,16.31972,16.33678,16.30950,16.33130,1634
2020.10.21,21:00,16.33178,16.33178,16.31976,16.32180,1050
2020.10.21,22:05,16.28566,16.30781,16.27310,16.27996,229
2020.10.21,23:05,16.27750,16.31850,16.27447,16.31830,1168
2020.10.22,00:00,16.31825,16.34845,16.31643,16.34050,733
2020.10.22,01:00,16.33768,16.34831,16.31905,16.34477,1661
2020.10.22,02:00,16.34553,16.36450,16.34381,16.36363,1268
2020.10.22,03:00,16.36355,16.38030,16.35230,16.37603,874
2020.10.22,04:00,16.37605,16.39460,16.37310,16.39331,751
2020.10.22,05:00,16.39337,16.39645,16.38775,16.39193,764
